"Version","Data Structure Name","Variable Set","Variable Name","Variable Label","Type","CDISC CT Codelist Code(s)","CDISC CT Codelist Submission Value(s)","Described Value Domain(s)","Value List Value","Core","CDISC Notes"
"ADaM OCCDS v1.1","Occurrence Data Structure Adverse Event","Adverse Event Descriptive","ASEVN","Analysis Severity/Intensity (N)","Num",,"","","1; 2; 3","Perm","Code ASEV to numeric \n Low intensity should correspond to low value"
"ADaM OCCDS v1.1","Occurrence Data Structure Adverse Event","Adverse Event Descriptive","SEVGRy","Pooled Severity Group y","Char",,"","","","Perm","Pooled grouping of AE severity for analysis (e.g., mild/moderate, severe)"
"ADaM OCCDS v1.1","Occurrence Data Structure Adverse Event","Adverse Event Descriptive","SEVGRyN","Pooled Severity Group y (N)","Num",,"","","","Perm","Code SEVGRy to numeric \n Low intensity should correspond to low value"
"ADaM OCCDS v1.1","Occurrence Data Structure Adverse Event","Adverse Event Descriptive","--REL","Causality","Char",,"","","","Req","XX.--REL"
"ADaM OCCDS v1.1","Occurrence Data Structure Adverse Event","Adverse Event Descriptive","--RELN","Causality (N)","Num",,"","","","Perm","Code XX.--REL to numeric \n Low relation should correspond to low value"
"ADaM OCCDS v1.1","Occurrence Data Structure Adverse Event","Adverse Event Descriptive","AREL","Analysis Causality","Char",,"","","","Perm","Apply imputation rules for missing causality of study drug as specified in the SAP or metadata. May change case of text, such as from all uppercase in --REL to mixed case in AREL."
"ADaM OCCDS v1.1","Occurrence Data Structure Adverse Event","Adverse Event Descriptive","ARELN","Analysis Causality (N)","Num",,"","","","Perm","Code AREL to numeric"
"ADaM OCCDS v1.1","Occurrence Data Structure Adverse Event","Adverse Event Descriptive","RELGRy","Pooled Causality Group y","Char",,"","","","Perm","Pooled grouping of causality of study drug for analysis (e.g. related, not related)"
"ADaM OCCDS v1.1","Occurrence Data Structure Adverse Event","Adverse Event Descriptive","RELGRyN","Pooled Causality Group y (N)","Num",,"","","","Perm","Code of RELGRy to numeric \n Low relation should correspond to low value"
"ADaM OCCDS v1.1","Occurrence Data Structure Adverse Event","Adverse Event Descriptive","--TOXGR","Standard Toxicity Grade","Char",,"","","","Cond","XX.--TOXGR \n For SubClass ADVERSE EVENT, conditional on whether the --TOXGR variable is in the SDTM AE dataset. Note that either --SEV or --TOXGR should be included in SDTM."
"ADaM OCCDS v1.1","Occurrence Data Structure Adverse Event","Adverse Event Descriptive","--TOXGRN","Standard Toxicity Grade (N)","Num",,"","","","Perm","Code --TOXGR to numeric \n Low toxicity should correspond to low value"
"ADaM OCCDS v1.1","Occurrence Data Structure Adverse Event","Adverse Event Descriptive","ATOXGR","Analysis Toxicity Grade","Char",,"","","","Perm","Toxicity grade for analysis. May be based on --TOXGR or an imputed or assigned value. May change case of text, such as from all uppercase in --TOXGR to mixed case in ATOXGR."
"ADaM OCCDS v1.1","Occurrence Data Structure Adverse Event","Adverse Event Descriptive","ATOXGRN","Analysis Toxicity Grade (N)","Num",,"","","","Perm","Code ATOXGR to numeric \n Low toxicity should correspond to low value"
"ADaM OCCDS v1.1","Occurrence Data Structure Adverse Event","Adverse Event Descriptive","TOXGGRy","Pooled Toxicity Grade Group y","Char",,"","","","Perm","Pooled grouping of toxicity grade for analysis"
"ADaM OCCDS v1.1","Occurrence Data Structure Adverse Event","Adverse Event Descriptive","TOXGGRyN","Pooled Toxicity Grade Group y (N)","Num",,"","","","Perm","Code of TOXGGRy to numeric \n Low toxicity should correspond to low value"
"ADaM OCCDS v1.1","Occurrence Data Structure Adverse Event","Adverse Event Descriptive","--ACN","Action Taken with Study Treatment","Char","C66767","ACN","","","Cond","XX.--ACN \n Required if XX.--ACN is present and populated"
"ADaM OCCDS v1.1","Occurrence Data Structure Adverse Event","Standardized MedDRA Query","SMQzzNAM","SMQ zz Name","Char",,"","","","Cond","The Standardized MedDRA Query name. Would be blank for terms that are not in the SMQ. Therefore this variable could be blank for all records if no terms within the study were included in the SMQ. \n Conditional on whether SMQ analysis is done"
"ADaM OCCDS v1.1","Occurrence Data Structure Adverse Event","Standardized MedDRA Query","SMQzzCD","SMQ zz Code","Num",,"","","","Perm","The standardized MedDRA queries number code"
"ADaM OCCDS v1.1","Occurrence Data Structure Adverse Event","Standardized MedDRA Query","SMQzzSC","SMQ zz Scope","Char",,"","","BROAD; NARROW","Cond","The search strategy for SMQs can be narrow or broad. The preferred terms that are narrow in scope have high specificity for identifying events of interest, whereas the broad terms have high sensitivity. By definition, all narrow terms are also considered within the broad scope. Therefore, to summarize all broad terms, terms with either narrow or broad would be considered. Will be null for terms that do not meet the criteria. \n Conditional on whether SMQ analysis is done"
"ADaM OCCDS v1.1","Occurrence Data Structure Adverse Event","Standardized MedDRA Query","SMQzzSCN","SMQ zz Scope (N)","Num",,"","","1; 2","Perm","Will be null for terms that do not meet the criteria"
"ADaM OCCDS v1.1","Occurrence Data Structure Adverse Event","Standardized MedDRA Query","CQzzNAM","Customized Query zz Name","Char",,"","","","Cond","The CQ name or name of the adverse event of special interest category based on a grouping of terms. Would be blank for terms that are not in the CQ. \n Conditional on whether CQ analysis is done \n Examples: ""DERMATOLOGICAL EVENTS"" ""CARDIAC EVENTS"", ""IARS (INFUSION ASSOCIATED REACTIONS)"""
"ADaM OCCDS v1.1","Occurrence Data Structure Adverse Event","Standardized MedDRA Query","ADECODy","Analysis Dictionary-Derived Term y","Char",,"","","","Perm","The terms used for the analysis when combining multiple customized query or multiple standardized MedDRA queries and the original MedDRA dictionary terms under 1 variable \n Although designed for MedDRA queries, this variable could be used for other OCCDS analysis needs."
"ADaM OCCDS v1.1","Occurrence Data Structure Adverse Event","Original or Prior MedDRA Coding","DECDORGw","PT in Original Dictionary w","Char",,"","MedDRA","","Perm","Original preferred term coding of XX.--TERM using MedDRA or other dictionary version X.X"
"ADaM OCCDS v1.1","Occurrence Data Structure Adverse Event","Original or Prior MedDRA Coding","BDSYORGw","SOC in Original Dictionary w","Char",,"","MedDRA","","Perm","Original body system coding of XX.--TERM using MedDRA or other dictionary version X.X"
"ADaM OCCDS v1.1","Occurrence Data Structure Adverse Event","Original or Prior MedDRA Coding","HLGTORGw","HLGT in Original Dictionary w","Char",,"","MedDRA","","Perm","Original HLGT coding of XX.--TERM using MedDRA or other dictionary version X.X"
"ADaM OCCDS v1.1","Occurrence Data Structure Adverse Event","Original or Prior MedDRA Coding","HLTORGw","HLT in Original Dictionary w","Char",,"","MedDRA","","Perm","Original HLT coding of XX.--TERM using MedDRA or other dictionary version X.X"
"ADaM OCCDS v1.1","Occurrence Data Structure Adverse Event","Original or Prior MedDRA Coding","LLTORGw","LLT in Original Dictionary w","Char",,"","MedDRA","","Perm","Original LLT coding of XX.--TERM using MedDRA or other dictionary version X.X"
"ADaM OCCDS v1.1","Occurrence Data Structure Adverse Event","Original or Prior MedDRA Coding","LLTNORGw","LLT Code in Original Dictionary w","Char",,"","MedDRA","","Perm","Original LLT code of XX.--TERM using MedDRA or other dictionary version X.X"
"ADaM OCCDS v1.1","Occurrence Data Structure Adverse Event","Original or Prior WHO Drug Coding","DECDORGw","Standardized Med Name in Orig Dict w","Char",,"","WHODRUG","","Perm","Original standardized medication name of CM.CMTRT using WHO Drug version X.X"
"ADaM OCCDS v1.1","Occurrence Data Structure Adverse Event","Original or Prior WHO Drug Coding","CLASORGw","Medication Class in Orig Dictionary w","Char",,"","WHODRUG","","Perm","Original medication class of CM.CMTRT using WHO Drug version X.X"
"ADaM OCCDS v1.1","Occurrence Data Structure Adverse Event","Original or Prior WHO Drug Coding","CLCDORGw","Medication Class Code in Orig Dict w","Char",,"","WHODRUG","","Perm","Original medication class code of CM.CMTRT using WHO Drug version X.X"
"ADaM OCCDS v1.1","Occurrence Data Structure Adverse Event","Original or Prior WHO Drug Coding","ATyCORGw","ATC Level y Code in Orig Dictionary w","Char",,"","WHODRUG","","Perm","Original ATC Level y code of CM.CMTRT using WHO Drug version X.X"
"ADaM OCCDS v1.1","Occurrence Data Structure Adverse Event","Original or Prior WHO Drug Coding","ATyTORGw","ATC Level y Text in Orig Dictionary w","Char",,"","WHODRUG","","Perm","Original ATC Level y text of CM.CMTRT using WHO Drug version X.X"
